class1,class2,domain1,domain2,GT,GT_ratio_order,coqex_precision,wikidata_precision,gpt3_few_shot_cardinality_precision,acc_root_majority_wikidata,acc_root_ttest_majority_wikidata,acc_root_ttest_wikidata,acc_root_majority_coqex,acc_root_ttest_coqex,acc_root_ttest_majority_coqex,acc_root_majority_gpt3,acc_root_ttest_gpt3,acc_root_ttest_majority_gpt3,acc_majority_root_majority,acc_majority_root_majority_ttest,acc_majority_root_ttest,acc_supervised_root_maj_ttest,acc_supervised_root_majority,acc_supervised_root_ttest
astronaut,national park,occupation,geographical_entity,-1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
astronaut,world heritage site,occupation,geographical_entity,-1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,,,
dentist,castle,occupation,geographical_entity,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
dentist,river,occupation,geographical_entity,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,,,
fashion designer,airport,occupation,geographical_entity,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
fashion designer,castle,occupation,geographical_entity,-1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
fashion designer,city,occupation,geographical_entity,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
fashion designer,river,occupation,geographical_entity,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
journalist,castle,occupation,geographical_entity,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
lawyer,castle,occupation,geographical_entity,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
lawyer,lake,occupation,geographical_entity,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
NBA player,city,occupation,geographical_entity,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
NBA player,dam,occupation,geographical_entity,-1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,,,
NBA player,highway,occupation,geographical_entity,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
NBA player,island,occupation,geographical_entity,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,
NBA player,volcano,occupation,geographical_entity,-1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,
NBA player,world heritage site,occupation,geographical_entity,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,,,
nurse,lake,occupation,geographical_entity,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
physicist,castle,occupation,geographical_entity,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
physicist,river,occupation,geographical_entity,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
police officer,lake,occupation,geographical_entity,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
politician,castle,occupation,geographical_entity,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
politician,lake,occupation,geographical_entity,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
researcher,lake,occupation,geographical_entity,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
school teacher,lake,occupation,geographical_entity,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
actor,industrial robot,occupation,man-made_object,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
airline pilot,industrial robot,occupation,man-made_object,-1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
airline pilot,merchant ship,occupation,man-made_object,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
airline pilot,wind turbine,occupation,man-made_object,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
architect,industrial robot,occupation,man-made_object,-1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
astronaut,formula one circuit,occupation,man-made_object,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
astronaut,observatory,occupation,man-made_object,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
astronaut,percussion instrument,occupation,man-made_object,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
astronaut,satellite,occupation,man-made_object,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
astronaut,submarine,occupation,man-made_object,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
dentist,industrial robot,occupation,man-made_object,-1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
fashion designer,wind turbine,occupation,man-made_object,-1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
journalist,industrial robot,occupation,man-made_object,-1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
journalist,wind turbine,occupation,man-made_object,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,,,
lawyer,industrial robot,occupation,man-made_object,1,0,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
NBA player,observatory,occupation,man-made_object,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
NBA player,oil tanker,occupation,man-made_object,-1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,,,
NBA player,percussion instrument,occupation,man-made_object,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,,,
NBA player,satellite,occupation,man-made_object,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
NBA player,skyscraper,occupation,man-made_object,-1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
NBA player,submarine,occupation,man-made_object,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,,
physicist,helicopter,occupation,man-made_object,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
physicist,industrial robot,occupation,man-made_object,-1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
physicist,wind turbine,occupation,man-made_object,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
police officer,industrial robot,occupation,man-made_object,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
politician,industrial robot,occupation,man-made_object,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
researcher,industrial robot,occupation,man-made_object,1,0,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
actor,dentist,occupation,occupation,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
actor,lawyer,occupation,occupation,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
actor,nurse,occupation,occupation,-1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
actor,police officer,occupation,occupation,-1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,,,
architect,airline pilot,occupation,occupation,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
architect,dentist,occupation,occupation,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
astronaut,NBA player,occupation,occupation,-1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
journalist,airline pilot,occupation,occupation,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
journalist,architect,occupation,occupation,-1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
journalist,fashion designer,occupation,occupation,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
journalist,lawyer,occupation,occupation,-1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
lawyer,architect,occupation,occupation,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
lawyer,dentist,occupation,occupation,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
lawyer,nurse,occupation,occupation,-1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
lawyer,police officer,occupation,occupation,-1,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,,,
physicist,airline pilot,occupation,occupation,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
physicist,architect,occupation,occupation,-1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
physicist,dentist,occupation,occupation,-1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
physicist,fashion designer,occupation,occupation,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
physicist,journalist,occupation,occupation,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
physicist,lawyer,occupation,occupation,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
police officer,nurse,occupation,occupation,-1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
politician,actor,occupation,occupation,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
politician,architect,occupation,occupation,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
politician,dentist,occupation,occupation,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
politician,lawyer,occupation,occupation,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
politician,physicist,occupation,occupation,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
politician,police officer,occupation,occupation,-1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,,,
politician,researcher,occupation,occupation,-1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,,,
researcher,architect,occupation,occupation,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,,,
researcher,lawyer,occupation,occupation,1,0,,1,,0,0,1,0,0,0,0,0,0,0,0,0,,,
researcher,police officer,occupation,occupation,-1,0,0,0,,0,1,0,0,0,0,1,0,1,0,1,0,,,
researcher,school teacher,occupation,occupation,-1,0,,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
school teacher,nurse,occupation,occupation,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,
school teacher,police officer,occupation,occupation,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
actor,cooperative,occupation,organization,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
actor,fast food restaurant,occupation,organization,1,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
airline pilot,bank,occupation,organization,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
airline pilot,fast food restaurant,occupation,organization,-1,0,0,,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
airline pilot,hospital,occupation,organization,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
airline pilot,public library,occupation,organization,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
airline pilot,travel agency,occupation,organization,1,0,1,1,,1,1,1,1,1,1,0,0,0,1,1,1,,,
architect,cooperative,occupation,organization,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
architect,fast food restaurant,occupation,organization,1,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
astronaut,airline,occupation,organization,-1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
astronaut,coal power plant,occupation,organization,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
astronaut,conglomerate,occupation,organization,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
astronaut,cryptocurrency exchange,occupation,organization,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
astronaut,football club,occupation,organization,-1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
astronaut,tea company,occupation,organization,-1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
dentist,cooperative,occupation,organization,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
dentist,travel agency,occupation,organization,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
fashion designer,bank,occupation,organization,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,,,
fashion designer,fast food restaurant,occupation,organization,-1,0,1,,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
fashion designer,hospital,occupation,organization,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,
fashion designer,public library,occupation,organization,-1,0,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,,
fashion designer,publisher,occupation,organization,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
fashion designer,university,occupation,organization,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
journalist,cooperative,occupation,organization,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
journalist,fast food restaurant,occupation,organization,1,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
journalist,public library,occupation,organization,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
journalist,travel agency,occupation,organization,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
lawyer,fast food restaurant,occupation,organization,1,0,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
NBA player,airline,occupation,organization,-1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
NBA player,bank,occupation,organization,-1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
NBA player,coal power plant,occupation,organization,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
NBA player,conglomerate,occupation,organization,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
NBA player,cryptocurrency exchange,occupation,organization,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
NBA player,football club,occupation,organization,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
NBA player,publisher,occupation,organization,-1,0,1,1,,1,1,1,1,1,1,1,0,1,1,1,1,,,
NBA player,tea company,occupation,organization,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
NBA player,university,occupation,organization,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
nurse,cooperative,occupation,organization,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
physicist,hospital,occupation,organization,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
physicist,public library,occupation,organization,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
physicist,travel agency,occupation,organization,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
police officer,cooperative,occupation,organization,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,,
politician,cooperative,occupation,organization,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
researcher,cooperative,occupation,organization,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
airline,play,organization,creative_work,-1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,,,
airline,technological invention,organization,creative_work,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
animation studio,technological invention,organization,creative_work,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
bank,board game,organization,creative_work,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
bank,painting,organization,creative_work,-1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
bank,play,organization,creative_work,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,,,
coal power plant,animation feature film,organization,creative_work,-1,0,0,1,,1,1,1,0,0,0,1,0,1,1,1,0,,,
coal power plant,national dance,organization,creative_work,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
coal power plant,play,organization,creative_work,-1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
coal power plant,technological invention,organization,creative_work,1,0,1,1,,1,1,1,1,1,1,1,0,1,1,1,1,,,
conglomerate,play,organization,creative_work,-1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,,,
cooperative,film,organization,creative_work,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
cooperative,patent,organization,creative_work,-1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,,
cryptocurrency exchange,national dance,organization,creative_work,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,,,
cryptocurrency exchange,technological invention,organization,creative_work,-1,0,0,1,,1,1,1,0,0,0,1,1,1,1,1,1,,,
fast food restaurant,board game,organization,creative_work,1,0,1,,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
fast food restaurant,film,organization,creative_work,-1,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
fast food restaurant,patent,organization,creative_work,-1,0,0,,1,1,1,0,0,0,0,1,1,1,1,1,0,,,
fast food restaurant,video game,organization,creative_work,-1,0,0,,0,1,1,1,0,0,0,0,0,1,0,1,0,,,
football club,animation feature film,organization,creative_work,-1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
football club,play,organization,creative_work,-1,0,1,0,,0,0,0,1,1,1,1,1,1,1,1,1,,,
football club,technological invention,organization,creative_work,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
hospital,board game,organization,creative_work,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,,
hospital,film,organization,creative_work,-1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
hospital,painting,organization,creative_work,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,
hospital,play,organization,creative_work,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
hospital,video game,organization,creative_work,-1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,,,
public library,board game,organization,creative_work,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,,
public library,film,organization,creative_work,-1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
public library,painting,organization,creative_work,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
public library,video game,organization,creative_work,-1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,,,
publisher,animation feature film,organization,creative_work,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
publisher,board game,organization,creative_work,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
publisher,painting,organization,creative_work,-1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
publisher,play,organization,creative_work,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
tea company,national dance,organization,creative_work,1,0,1,0,,0,0,0,1,1,1,0,0,0,0,0,0,,,
tea company,technological invention,organization,creative_work,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
travel agency,board game,organization,creative_work,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
travel agency,film,organization,creative_work,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
travel agency,painting,organization,creative_work,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
travel agency,video game,organization,creative_work,-1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,,,
university,animation feature film,organization,creative_work,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
university,painting,organization,creative_work,-1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
university,play,organization,creative_work,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,,
airline,observatory,organization,man-made_object,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
airline,oil tanker,organization,man-made_object,-1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,,,
airline,satellite,organization,man-made_object,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,,,
airline,spacecraft,organization,man-made_object,-1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,,,
animation studio,formula one circuit,organization,man-made_object,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
animation studio,observatory,organization,man-made_object,-1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
animation studio,percussion instrument,organization,man-made_object,-1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,,,
animation studio,submarine,organization,man-made_object,-1,0,1,1,,1,1,1,1,1,1,1,0,1,1,1,1,,,
bank,satellite,organization,man-made_object,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,,,
bank,skyscraper,organization,man-made_object,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
bank,wind turbine,organization,man-made_object,-1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
coal power plant,observatory,organization,man-made_object,1,0,1,1,,1,1,1,1,1,1,0,0,0,1,1,1,,,
coal power plant,percussion instrument,organization,man-made_object,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,,,
coal power plant,satellite,organization,man-made_object,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
coal power plant,skyscraper,organization,man-made_object,-1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
coal power plant,spacecraft,organization,man-made_object,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
coal power plant,submarine,organization,man-made_object,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
conglomerate,observatory,organization,man-made_object,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
conglomerate,oil tanker,organization,man-made_object,-1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,,,
conglomerate,percussion instrument,organization,man-made_object,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,,,
conglomerate,satellite,organization,man-made_object,-1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,,
conglomerate,skyscraper,organization,man-made_object,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
conglomerate,submarine,organization,man-made_object,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
cooperative,industrial robot,organization,man-made_object,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
cooperative,wind turbine,organization,man-made_object,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
cryptocurrency exchange,formula one circuit,organization,man-made_object,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,,,
cryptocurrency exchange,percussion instrument,organization,man-made_object,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,,,
cryptocurrency exchange,submarine,organization,man-made_object,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,,,
fast food restaurant,helicopter,organization,man-made_object,1,0,1,,0,0,0,0,1,1,1,0,0,1,0,1,0,,,
fast food restaurant,industrial robot,organization,man-made_object,-1,0,1,,1,1,0,0,1,1,1,1,1,1,1,1,1,,,
fast food restaurant,merchant ship,organization,man-made_object,1,0,1,,0,0,0,0,1,1,1,0,0,1,0,1,0,,,
football club,observatory,organization,man-made_object,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
football club,oil tanker,organization,man-made_object,-1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,,,
football club,percussion instrument,organization,man-made_object,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
football club,satellite,organization,man-made_object,-1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,,,
football club,spacecraft,organization,man-made_object,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
football club,submarine,organization,man-made_object,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
hospital,helicopter,organization,man-made_object,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
hospital,merchant ship,organization,man-made_object,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
public library,helicopter,organization,man-made_object,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
public library,merchant ship,organization,man-made_object,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,,,
public library,wind turbine,organization,man-made_object,-1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
publisher,helicopter,organization,man-made_object,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
publisher,merchant ship,organization,man-made_object,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
publisher,satellite,organization,man-made_object,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,,,
publisher,skyscraper,organization,man-made_object,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
tea company,observatory,organization,man-made_object,-1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,,,
tea company,percussion instrument,organization,man-made_object,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,,,
tea company,spacecraft,organization,man-made_object,-1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
tea company,submarine,organization,man-made_object,1,0,1,0,,0,0,0,1,1,1,1,1,1,1,1,1,,,
travel agency,helicopter,organization,man-made_object,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
travel agency,merchant ship,organization,man-made_object,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
travel agency,wind turbine,organization,man-made_object,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,,
university,merchant ship,organization,man-made_object,-1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
university,satellite,organization,man-made_object,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,,,
university,skyscraper,organization,man-made_object,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
university,spacecraft,organization,man-made_object,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
airline,coal power plant,organization,organization,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
airline,conglomerate,organization,organization,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,,
airline,cryptocurrency exchange,organization,organization,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
airline,tea company,organization,organization,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
animation studio,coal power plant,organization,organization,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
animation studio,tea company,organization,organization,-1,0,1,0,,0,0,0,1,1,1,1,1,1,1,1,1,,,
bank,airline,organization,organization,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
bank,public library,organization,organization,-1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,,
bank,travel agency,organization,organization,-1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
coal power plant,tea company,organization,organization,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
conglomerate,cryptocurrency exchange,organization,organization,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
fast food restaurant,cooperative,organization,organization,-1,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,0,,,
fast food restaurant,travel agency,organization,organization,1,0,1,,1,0,0,0,1,1,1,1,1,1,1,1,1,,,
football club,airline,organization,organization,-1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,,,
football club,coal power plant,organization,organization,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
football club,conglomerate,organization,organization,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,,,
football club,cryptocurrency exchange,organization,organization,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
football club,tea company,organization,organization,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,,,
