,class1,class2,domain1,domain2,GT,interdomain,weight_majority,prediction_majority,weight,wikidata,coqex,gpt,prob_lesser,prob_greater,pred,acc
3164,castle,oil tanker,geographical_entity,man-made_object,1,True,0.7894736842105263,1.0,0.9896238448496304,0.9896238448496304,-0.5,-0.5,0.5801568245652124,0.4198431754347876,-1,0
6830,lawyer,religious text,occupation,creative_work,1,True,1.0,1.0,0.9850588271775498,0.9850588271775498,0.9996238874775956,0.997161793380763,0.08867346962212685,0.9113265303778731,1,1
8780,police officer,fast food restaurant,occupation,organization,1,True,1.0,1.0,0.4987001962201364,0.4987001962201364,-0.00041805238181802373,0.5,0.29197341754161543,0.7080265824583846,1,1
9731,river,percussion instrument,geographical_entity,man-made_object,1,True,1.0,1.0,0.9973207971624887,0.9973207971624887,0.5,0.9832594610814095,0.11684890960334393,0.8831510903966561,1,1
182,NBA player,wind turbine,occupation,man-made_object,-1,True,0.7368421052631579,1.0,0.5,0.5,-0.5,-0.9837337098108029,0.760939430824934,0.23906056917506605,-1,1
4061,dentist,percussion instrument,occupation,man-made_object,1,True,0.8947368421052632,1.0,-0.0024564337796614266,-0.0024564337796614266,0.999897223417595,0.9997218928749247,0.14199743160114964,0.8580025683988504,1,1
1337,animation studio,mobile app,organization,creative_work,-1,True,-0.631578947368421,-1.0,-0.5,-0.5,0.5,-0.9981341637467114,0.7540313344751512,0.24596866552484878,-1,1
11294,university,coal power plant,organization,organization,1,False,0.8421052631578947,1.0,0.9955281875393092,0.9955281875393092,-0.5,0.5,0.2979516007939128,0.7020483992060872,1,1
9767,river,submarine,geographical_entity,man-made_object,1,True,1.0,1.0,0.9972356351321082,0.9972356351321082,0.5,0.9936494183259545,0.11559723683250822,0.8844027631674918,1,1
8822,police officer,nuclear power plant,occupation,geographical_entity,1,True,0.9473684210526316,1.0,0.9975675539043893,0.9975675539043893,0.9999675202598259,0.5,0.1478445153329756,0.8521554846670244,1,1
10247,snake,merchant ship,species,man-made_object,-1,True,0.5789473684210527,1.0,0.5,0.5,-0.5,-0.9999634551207797,0.7643978809842057,0.23560211901579434,-1,1
8249,phytoplankton,dentist,species,occupation,-1,True,-1.0,-1.0,-0.997565314477094,-0.997565314477094,-0.9998277583849199,-0.9997100048340408,0.907598149732899,0.09240185026710097,-1,1
4616,film,industrial robot,creative_work,man-made_object,-1,True,1.0,1.0,0.9986279620891363,0.9986279620891363,-0.9998670388937756,-0.9976313949701692,0.768905606506247,0.2310943934937531,-1,1
2510,bird,helicopter,species,man-made_object,-1,True,-0.5263157894736843,-1.0,0.5,0.5,-0.5,-0.0012673730572668185,0.5002963215672902,0.4997036784327098,-1,1
2402,bee,zoo,species,geographical_entity,1,True,-1.0,-1.0,0.0012511021081372253,0.0012511021081372253,0.9999999999912936,1.0,0.14170592736147936,0.8582940726385206,1,1
5357,grass,ancient civilization,species,geographical_entity,1,True,-0.6842105263157895,-1.0,0.5,0.5,0.9999999999999968,0.5,0.18506425954213057,0.8149357404578694,1,1
7658,nurse,merchant ship,occupation,man-made_object,1,True,1.0,1.0,0.9954297383372298,0.9954297383372298,0.999325671432435,0.9999936633234492,0.08796749410877891,0.9120325058912211,1,1
4352,fashion designer,dam,occupation,geographical_entity,1,True,-0.7368421052631579,-1.0,-0.5,-0.5,-0.9898832976755987,0.0,0.6968957895084635,0.3031042104915364,-1,0
1322,animation studio,film,organization,creative_work,-1,True,-1.0,-1.0,-0.9986105760563122,-0.9986105760563122,0.5,-0.9999990096143888,0.8009449258565907,0.19905507414340926,-1,1
6866,lawyer,technological invention,occupation,creative_work,1,True,1.0,1.0,0.985102168872535,0.985102168872535,0.9999127469957863,0.9972013811611662,0.08865390635304427,0.9113460936469557,1,1
4304,fashion designer,airline pilot,occupation,occupation,-1,False,-0.631578947368421,-1.0,-0.9757617444000458,-0.9757617444000458,-0.9999969387793775,-0.5,0.8435196344104218,0.15648036558957823,-1,1
4067,dentist,public library,occupation,organization,1,True,-0.7894736842105263,-1.0,-0.9905906199417255,-0.9905906199417255,0.9996236248213863,0.999708690329824,0.22029200307213337,0.7797079969278666,1,1
1127,ancient civilization,conglomerate,geographical_entity,organization,-1,True,-1.0,-1.0,-0.9991698014745394,-0.9991698014745394,0.5,-0.5,0.690801167247876,0.30919883275212406,-1,1
5840,hospital,scientific paper,organization,creative_work,-1,True,1.0,1.0,-9.106433717220863e-05,-9.106433717220863e-05,-0.5,-0.9995764890826875,0.809547846694259,0.19045215330574097,-1,1
11405,video game,animation feature film,creative_work,creative_work,1,False,0.8421052631578947,1.0,0.5,0.5,-0.5,0.9977454642963326,0.2359620748976332,0.7640379251023668,1,1
4649,film,satellite,creative_work,man-made_object,1,True,1.0,1.0,0.9985796735295128,0.9985796735295128,-0.5,0.999998958341359,0.1904069573917334,0.8095930426082666,1,1
8636,plant,video game,species,creative_work,-1,True,-1.0,-1.0,0.011168469276373827,0.011168469276373827,0.9999188589860319,0.0022868502367893173,0.3470778036164197,0.6529221963835803,1,0
8270,phytoplankton,helicopter,species,man-made_object,-1,True,-1.0,-1.0,-0.9952490303838615,-0.9952490303838615,-0.5,-0.0026001686592999063,0.6924919406063921,0.30750805939360787,-1,1
7304,national park,bicycle,geographical_entity,man-made_object,-1,True,0.8421052631578947,1.0,0.5,0.5,-0.5,-0.990196726569285,0.7623208156162352,0.23767918438376476,-1,1
6704,lawyer,ancient civilization,occupation,geographical_entity,1,True,1.0,1.0,0.9851203820734822,0.9851203820734822,0.9999126224955692,0.9971976582204842,0.0886534702626881,0.9113465297373119,1,1
10973,travel agency,industrial robot,organization,man-made_object,-1,True,0.5263157894736842,1.0,0.9987870892417952,0.9987870892417952,-0.9998858621573294,-0.997635805188791,0.7688932220597622,0.23110677794023785,-1,1
2006,bacteria,scientific paper,species,creative_work,1,True,-1.0,-1.0,-0.5,-0.5,0.5,-0.9967605531385232,0.7537312828212374,0.24626871717876264,-1,0
3689,cooperative,video game,organization,creative_work,1,True,-1.0,-1.0,-0.9889545192227944,-0.9889545192227944,0.9871142852792176,0.002255178313017525,0.47923596185169437,0.5207640381483056,1,1
7901,patent,formula one circuit,creative_work,man-made_object,1,True,-1.0,-1.0,0.016729591948239197,0.016729591948239197,0.9984688613351693,0.9982525411551886,0.14104972462986698,0.858950275370133,1,1
4241,desert,publisher,geographical_entity,organization,-1,True,-1.0,-1.0,-0.9989619672062569,-0.9989619672062569,-0.5,-0.9990195696381095,0.8794129478915905,0.12058705210840948,-1,1
4004,dentist,fast food restaurant,occupation,organization,1,True,0.8947368421052632,1.0,0.4970979837323234,0.4970979837323234,-0.5,0.999706398844067,0.2358289810639178,0.7641710189360822,1,1
3248,city,animation studio,geographical_entity,organization,1,True,0.9473684210526316,1.0,0.9993400244749411,0.9993400244749411,0.5,0.9813480368488997,0.11696843749770802,0.883031562502292,1,1
6476,journalist,skyscraper,occupation,man-made_object,1,True,0.9473684210526316,1.0,0.9987800594122692,0.9987800594122692,0.9962586445610406,-0.5,0.3605999894620481,0.6394000105379519,1,1
5654,highway,industrial robot,geographical_entity,man-made_object,-1,True,0.6842105263157895,1.0,0.9846374655774639,0.9846374655774639,-0.9998979387476765,-0.9973214105578072,0.7701866301287085,0.22981336987129153,-1,1
6638,lake,religious text,geographical_entity,creative_work,1,True,1.0,1.0,0.5,0.5,0.5,0.9890961066327695,0.14674044037185074,0.8532595596281493,1,1
2564,bird,painting,species,creative_work,-1,True,-0.736842105263158,-1.0,-0.5,-0.5,0.5,-0.5,0.6303641902325214,0.36963580976747856,-1,1
8183,physicist,zoo,occupation,geographical_entity,1,True,1.0,1.0,0.9976325323418456,0.9976325323418456,0.999741114330174,0.5,0.14785707626708844,0.8521429237329116,1,1
9905,school teacher,fast food restaurant,occupation,organization,1,True,0.9473684210526316,1.0,0.4783369722046132,0.4783369722046132,0.9952985496440059,1.0,0.11339408199456669,0.8866059180054333,1,1
410,airline,animation feature film,organization,creative_work,-1,True,-0.5263157894736843,-1.0,-0.5,-0.5,-0.5,0.5,0.488032456996901,0.511967543003099,1,0
7277,national dance,submarine,creative_work,man-made_object,-1,True,-1.0,-1.0,-0.9775412131784311,-0.9775412131784311,-0.5,0.4999989762496832,0.5524333182691907,0.4475666817308093,-1,1
6506,journalist,video game,occupation,creative_work,-1,True,0.9473684210526316,1.0,0.9814935623958154,0.9814935623958154,0.9963649022087278,0.0022546744899409887,0.23961848329706348,0.7603815167029365,1,0
572,airline pilot,dentist,occupation,occupation,-1,False,0.8421052631578947,1.0,0.9859759646717152,0.9859759646717152,0.9992941771600923,-0.9997158669506676,0.5051676459097386,0.4948323540902614,-1,1
1718,astronaut,nurse,occupation,occupation,-1,False,-0.8947368421052632,-1.0,-0.5,-0.5,-0.9993397368330509,-0.9999937513515902,0.8824126397372505,0.11758736026274955,-1,1
5342,grass,NBA player,species,occupation,1,True,-0.8421052631578947,-1.0,0.5,0.5,0.9999999999999896,0.9999898756664614,0.11194349552896365,0.8880565044710363,1,1
10610,spider,helicopter,species,man-made_object,-1,True,0.8947368421052632,1.0,0.9940191452793075,0.9940191452793075,0.5,-0.019380602752886,0.3014450301128977,0.6985549698871023,1,0
11420,video game,merchant ship,creative_work,man-made_object,1,True,1.0,1.0,0.9891637933389492,0.9891637933389492,-0.9816889596672997,-0.002254736696481796,0.5061458167431483,0.49385418325685165,-1,0
377,actor,submarine,occupation,man-made_object,1,True,1.0,1.0,0.9995192745332856,0.9995192745332856,0.5,0.5,0.1892538534914472,0.8107461465085528,1,1
7481,nuclear power plant,hospital,geographical_entity,organization,-1,True,-1.0,-1.0,-0.9998941583282567,-0.9998941583282567,0.016818392604425803,-0.999999866602025,0.8429979991446565,0.15700200085534358,-1,1
5438,grass,industrial robot,species,man-made_object,-1,True,-0.6842105263157895,-1.0,0.5,0.5,-0.9998934546665663,-0.9976680377202506,0.8133605239857189,0.18663947601428113,-1,1
8090,physicist,nurse,occupation,occupation,-1,False,1.0,1.0,0.9961002813551623,0.9961002813551623,-0.99928481223606,-0.9999933242551319,0.7695804130348359,0.23041958696516407,-1,1
10265,snake,observatory,species,man-made_object,1,True,-0.6842105263157895,-1.0,0.5,0.5,0.9985869795429192,0.9883594762915804,0.11339652538733536,0.8866034746126646,1,1
4163,desert,city,geographical_entity,geographical_entity,-1,False,-1.0,-1.0,-0.9997875314463396,-0.9997875314463396,-0.5,-0.982656164468403,0.877403103862908,0.12259689613709203,-1,1
9815,satellite,observatory,man-made_object,man-made_object,1,False,0.7894736842105263,1.0,0.5,0.5,0.9999980467157904,0.5,0.1850644350076187,0.8149355649923813,1,1
2213,bee,bicycle,species,man-made_object,-1,True,-1.0,-1.0,0.5,0.5,-0.5,-0.9901916386569104,0.7623197303055209,0.23768026969447906,-1,1
8189,phytoplankton,actor,species,occupation,-1,True,-1.0,-1.0,-0.999542333890399,-0.999542333890399,-0.5,0.5,0.5553744827682856,0.44462551723171445,-1,1
404,actor,world heritage site,occupation,geographical_entity,1,True,1.0,1.0,0.9995422328556971,0.9995422328556971,0.5,-0.5,0.43104610213853756,0.5689538978614624,1,1
5720,highway,submarine,geographical_entity,man-made_object,1,True,-0.5789473684210527,-1.0,-0.5,-0.5,0.5,0.9994996660939561,0.22590638036962807,0.7740936196303719,1,1
2198,bee,animation feature film,species,creative_work,1,True,-1.0,-1.0,-0.981406823308911,-0.981406823308911,0.9999999999881328,1.0,0.2193425493613409,0.7806574506386591,1,1
11303,university,cryptocurrency exchange,organization,organization,1,False,1.0,1.0,0.9991271529473852,0.9991271529473852,-0.5,0.995410454406428,0.19119527029986794,0.8088047297001321,1,1
1523,architect,painting,occupation,creative_work,1,True,0.8421052631578947,1.0,-0.5,-0.5,0.5,-0.5,0.6303641902325214,0.36963580976747856,-1,0
2711,board game,play,creative_work,creative_work,1,False,-1.0,-1.0,-0.9968239469993512,-0.9968239469993512,-0.5,-0.9852843156668178,0.877563351454112,0.12243664854588802,-1,0
734,airport,city,geographical_entity,geographical_entity,-1,False,0.6842105263157895,1.0,0.5,0.5,-0.5,-0.5,0.6429842009369173,0.35701579906308273,-1,1
2117,bank,oil tanker,organization,man-made_object,1,True,1.0,1.0,0.9998561133583108,0.9998561133583108,0.5,0.5,0.18922589046762495,0.810774109532375,1,1
9467,researcher,cryptocurrency exchange,occupation,organization,1,True,0.8947368421052632,1.0,0.5,0.5,0.9972612622147583,0.9878207284191429,0.11353976073804906,0.8864602392619509,1,1
9521,researcher,national dance,occupation,creative_work,1,True,0.9473684210526316,1.0,0.5,0.5,0.9974607480779326,0.9878073803483896,0.11352938367325871,0.8864706163267413,1,1
5192,fungus,insect,species,species,-1,False,-1.0,-1.0,-0.5,-0.5,-0.9956260519023117,-0.9973275770071176,0.8818562931872611,0.11814370681273893,-1,1
8414,plant,actor,species,occupation,-1,True,-1.0,-1.0,-0.9995382696114847,-0.9995382696114847,0.9841793297147776,0.5,0.3403755517462139,0.6596244482537861,1,0
7493,nuclear power plant,national dance,geographical_entity,creative_work,1,True,0.8947368421052632,1.0,0.9985313101717594,0.9985313101717594,0.9998841513710444,-0.9999999884332342,0.503465201827362,0.496534798172638,-1,0
7094,mammal,smartphone,species,man-made_object,-1,True,0.631578947368421,1.0,0.5,0.5,0.5,-0.9997820134911302,0.6413194206172592,0.3586805793827407,-1,1
4238,desert,public library,geographical_entity,organization,-1,True,-0.9473684210526316,-1.0,-0.9919739263096694,-0.9919739263096694,0.006091417597232418,-0.9903212796900975,0.8417644423606154,0.15823555763938463,-1,1
10880,tea company,space station,organization,man-made_object,1,True,-0.9473684210526316,-1.0,-0.5,-0.5,0.9833171582541964,0.9999999827778763,0.17945536737361034,0.8205446326263897,1,1
4451,fashion designer,skyscraper,occupation,man-made_object,1,True,0.5789473684210527,1.0,-0.5,-0.5,-0.011806943141284276,-0.5,0.6981765208877752,0.30182347911222485,-1,0
5198,fungus,journalist,species,occupation,1,True,-1.0,-1.0,0.0008232021954447943,0.0008232021954447943,0.9785742405662833,-0.5,0.49443556836462155,0.5055644316353785,1,1
3788,cryptocurrency exchange,website,organization,creative_work,-1,True,-1.0,-1.0,-0.9995230965441089,-0.9995230965441089,-0.5,-0.5,0.8021352677660458,0.1978647322339542,-1,1
9113,politician,university,occupation,organization,1,True,1.0,1.0,0.9989075501578533,0.9989075501578533,0.5,-0.5,0.43113032397355433,0.5688696760264457,1,1
2669,bird,zoo,species,geographical_entity,1,True,-0.736842105263158,-1.0,0.5,0.5,0.9760157425836677,0.9998992376465938,0.11338230295620733,0.8866176970437927,1,1
5693,highway,publisher,geographical_entity,organization,-1,True,-0.9473684210526316,-1.0,-0.9987101499390199,-0.9987101499390199,-0.5,0.9993071808726651,0.4095390397238253,0.5904609602761747,1,0
5732,highway,university,geographical_entity,organization,-1,True,-0.9473684210526316,-1.0,-0.9987737283218177,-0.9987737283218177,-0.5,0.9991875285476834,0.4095814228003303,0.5904185771996697,1,0
8660,play,formula one circuit,creative_work,man-made_object,1,True,-0.5263157894736843,-1.0,0.5,0.5,-0.5,0.999967390855016,0.23549080296476588,0.7645091970352341,1,1
5717,highway,spacecraft,geographical_entity,man-made_object,-1,True,0.631578947368421,1.0,0.9800741060826892,0.9800741060826892,0.5,0.9993026540841762,0.11586640031651896,0.884133599683481,1,0
2222,bee,castle,species,geographical_entity,-1,True,-1.0,-1.0,-0.9896424058835781,-0.9896424058835781,0.9999999936438214,1.0,0.22010652201428516,0.7798934779857148,1,0
4637,film,patent,creative_work,creative_work,-1,False,1.0,1.0,0.9986236871220673,0.9986236871220673,-0.9917537004236621,-0.9982041611610706,0.7681663095850093,0.23183369041499063,-1,1
29,NBA player,book,occupation,creative_work,-1,True,-1.0,-1.0,-0.9778657781215858,-0.9778657781215858,0.5,-0.9950860323298532,0.7982193391814824,0.20178066081851764,-1,1
9890,school teacher,cooperative,occupation,organization,1,True,0.9473684210526316,1.0,0.5,0.5,0.9965241116134792,1.0,0.11214829312943797,0.887851706870562,1,1
9047,politician,patent,occupation,creative_work,1,True,1.0,1.0,0.9990535800703102,0.9990535800703102,0.009106016685489216,-0.9982264702604124,0.6460297308730221,0.3539702691269779,-1,0
3893,dam,public library,geographical_entity,organization,-1,True,0.7894736842105263,1.0,0.5,0.5,0.5,-0.5,0.49817629319429735,0.5018237068057027,1,0
3008,butterfly,religious text,species,creative_work,1,True,-0.631578947368421,-1.0,0.5,0.5,0.5,-0.5,0.49817629319429735,0.5018237068057027,1,1
9515,researcher,merchant ship,occupation,man-made_object,1,True,0.9473684210526316,1.0,0.5,0.5,0.9973572769657935,0.9876556551424995,0.11355356540937978,0.8864464345906202,1,1
11048,tree,airline,species,organization,1,True,-1.0,-1.0,-0.9996984015900194,-0.9996984015900194,0.5,0.9764210384051935,0.28210826966268143,0.7178917303373186,1,1
6761,lawyer,football club,occupation,organization,1,True,0.6842105263157895,1.0,0.5,0.5,0.9999121191281083,0.9972011898596649,0.1122755089589651,0.8877244910410349,1,1
7631,nurse,film,occupation,creative_work,1,True,-1.0,-1.0,-0.9985111981213144,-0.9985111981213144,0.999024019502244,0.9999936214995946,0.22103273444571114,0.7789672655542889,1,1
2105,bank,merchant ship,organization,man-made_object,-1,True,1.0,1.0,0.9998411339873269,0.9998411339873269,-0.5,-0.9963671406995667,0.7114134756447532,0.2885865243552468,-1,1
9602,researcher,university,occupation,organization,1,True,-0.9473684210526316,-1.0,0.0019564249172709935,0.0019564249172709935,0.9974352319243063,0.9877502441990462,0.14360992328844602,0.856390076711554,1,1
8375,phytoplankton,spacecraft,species,man-made_object,-1,True,-1.0,-1.0,-0.9974131994670168,-0.9974131994670168,0.9999997466869228,0.4996450093187707,0.33809924085963805,0.661900759140362,1,0
3368,city,technological invention,geographical_entity,creative_work,1,True,1.0,1.0,0.9998631428013411,0.9998631428013411,0.5,0.5,0.1892253069448745,0.8107746930551255,1,1
620,airline pilot,nuclear power plant,occupation,geographical_entity,1,True,0.9473684210526316,1.0,0.995744784123799,0.995744784123799,0.9999977522334211,0.9990503305157873,0.0880108116192776,0.9119891883807224,1,1
2084,bank,cooperative,organization,organization,-1,False,1.0,1.0,0.9995743018385916,0.9995743018385916,-0.9860270173720536,-0.9992623129837427,0.7676887633919698,0.23231123660803024,-1,1
2054,bacteria,world heritage site,species,geographical_entity,1,True,-1.0,-1.0,0.005179885761203096,0.005179885761203096,-9.38389908161641e-06,0.5,0.3500018439028427,0.6499981560971573,1,1
4367,fashion designer,football club,occupation,organization,1,True,-1.0,-1.0,-0.9992955790897156,-0.9992955790897156,-0.014496334700241198,-4.729702803218938e-05,0.6275677153568608,0.37243228464313916,-1,0
7532,nuclear power plant,skyscraper,geographical_entity,man-made_object,-1,True,-1.0,-1.0,-0.9847421259744874,-0.9847421259744874,0.5,-0.9929658480316126,0.7984164972838338,0.20158350271616618,-1,1
11102,tree,cryptocurrency exchange,species,organization,1,True,-0.8947368421052632,-1.0,0.5,0.5,0.5,0.980156931291229,0.1480630353325849,0.8519369646674151,1,1
3047,butterfly,technological invention,species,creative_work,1,True,-0.5789473684210527,-1.0,0.5,0.5,0.5,0.999994394148804,0.14514123522040923,0.8548587647795908,1,1
11372,university,smartphone,organization,man-made_object,-1,True,1.0,1.0,0.9991342200411066,0.9991342200411066,0.5,-0.9997820156459656,0.5771358415472081,0.4228641584527919,-1,1
1643,astronaut,city,occupation,geographical_entity,-1,True,-0.8947368421052632,-1.0,-0.9901352142536732,-0.9901352142536732,-0.5,-0.9823785384310719,0.8768049134112333,0.1231950865887667,-1,1
8957,politician,city,occupation,geographical_entity,1,True,1.0,1.0,0.9990119501845386,0.9990119501845386,0.5,-0.5,0.43111646990807617,0.5688835300919238,1,1
3707,cryptocurrency exchange,book,organization,creative_work,-1,True,-1.0,-1.0,-0.9847479672844461,-0.9847479672844461,0.5,-0.9950860523043488,0.798818447808446,0.201181552191554,-1,1
1715,astronaut,nuclear power plant,occupation,geographical_entity,1,True,0.5263157894736843,1.0,0.5,0.5,0.9992173299555211,-0.5,0.42442208494087574,0.5755779150591243,1,1
6683,lake,wind turbine,geographical_entity,man-made_object,1,True,1.0,1.0,0.5,0.5,-0.5,-0.5,0.6429842009369173,0.35701579906308273,-1,0
9359,publisher,wind turbine,organization,man-made_object,-1,True,1.0,1.0,0.9990464817311409,0.9990464817311409,-0.5,-0.9828436329065462,0.7082226837834478,0.2917773162165523,-1,1
8810,police officer,merchant ship,occupation,man-made_object,1,True,1.0,1.0,0.9987613325333644,0.9987613325333644,0.9999657957815732,0.5,0.14776328560185548,0.8522367143981445,1,1
11051,tree,airline pilot,species,occupation,-1,True,-0.9473684210526316,-1.0,-0.9966246968905605,-0.9966246968905605,-0.5,0.0,0.6919983602062687,0.3080016397937313,-1,1
890,amphibian,architect,species,occupation,-1,True,-0.8421052631578947,-1.0,-0.9967676326345805,-0.9967676326345805,-0.5,-0.5,0.8018985323215639,0.198101467678436,-1,1
1913,bacteria,highway,species,geographical_entity,1,True,-1.0,-1.0,0.0153625344225361,0.0153625344225361,-0.5,-0.5,0.7006856565430768,0.2993143434569232,-1,0
10424,song,smartphone,creative_work,man-made_object,-1,True,0.9473684210526316,1.0,0.9903433192404244,0.9903433192404244,0.5,-0.9997819454181156,0.5782962251553877,0.4217037748446123,-1,1
7619,nurse,dam,occupation,geographical_entity,1,True,-0.8947368421052632,-1.0,-0.5,-0.5,0.9990874922347155,0.9999936721881537,0.17807743382054686,0.8219225661794531,1,1
6503,journalist,university,occupation,organization,1,True,0.8947368421052632,1.0,0.998196567724735,0.998196567724735,0.9959398884982532,-0.5,0.3607165668295146,0.6392834331704854,1,1
9215,public library,spacecraft,organization,man-made_object,1,True,1.0,1.0,0.9920748490877358,0.9920748490877358,-0.010252356559311115,0.9849643604485534,0.1521471260511812,0.8478528739488188,1,1
1976,bacteria,play,species,creative_work,1,True,-1.0,-1.0,0.002532810479554004,0.002532810479554004,-0.5,0.5,0.42072767314282233,0.5792723268571777,1,1
11828,world heritage site,smartphone,geographical_entity,man-made_object,-1,True,-0.736842105263158,-1.0,-0.5,-0.5,0.5,-0.9997820174071554,0.7543909666702917,0.2456090333297083,-1,1
566,airline pilot,cryptocurrency exchange,occupation,organization,1,True,1.0,1.0,0.9969079045725671,0.9969079045725671,0.9999972683496624,0.9990689090856701,0.08795857968382392,0.9120414203161761,1,1
1898,bacteria,film,species,creative_work,1,True,-1.0,-1.0,-0.9986279620891363,-0.9986279620891363,0.5,0.5,0.40764256988268077,0.5923574301173192,1,1
9953,school teacher,observatory,occupation,man-made_object,1,True,0.8421052631578947,1.0,0.5,0.5,0.9972138599400366,1.0,0.11210739205215003,0.88789260794785,1,1
11540,volcano,football club,geographical_entity,organization,1,True,-1.0,-1.0,-0.9996220116258996,-0.9996220116258996,0.5,-0.5,0.6908534270667769,0.3091465729332231,-1,0
6791,lawyer,national dance,occupation,creative_work,1,True,1.0,1.0,0.9851260686453049,0.9851260686453049,0.9999128024185793,0.9972163450024996,0.08865143557821575,0.9113485644217842,1,1
1742,astronaut,public library,occupation,organization,-1,True,-0.9473684210526316,-1.0,-0.991340646530602,-0.991340646530602,0.007219750076756404,-0.9902227618118082,0.8416137768683611,0.15838622313163891,-1,1
10244,snake,mammal,species,species,-1,False,-0.7894736842105263,-1.0,-0.5,-0.5,-0.995497763421668,-0.4999988743104664,0.8060505593591757,0.19394944064082428,-1,1
695,airline pilot,volcano,occupation,geographical_entity,1,True,0.8421052631578947,1.0,0.9914536191636454,0.9914536191636454,0.9999977644350688,0.9984302263328464,0.08825607843461769,0.9117439215653823,1,1
10778,submarine,oil tanker,man-made_object,man-made_object,-1,False,0.8421052631578947,1.0,0.9771369350072966,0.9771369350072966,-0.9990994115757288,-0.9999999785759558,0.7713767571685564,0.2286232428314436,-1,1
3722,cryptocurrency exchange,industrial robot,organization,man-made_object,-1,True,-0.5789473684210527,-1.0,0.9990351153460901,0.9990351153460901,-0.9999020725098879,-0.9977072850363717,0.7688860444081757,0.23111395559182432,-1,1
10565,spider,castle,species,geographical_entity,-1,True,0.5263157894736842,1.0,0.01662809238762819,0.01662809238762819,0.5,0.9820377158503577,0.18383941068683063,0.8161605893131694,1,0
7208,mobile app,smartphone,creative_work,man-made_object,-1,True,0.9473684210526316,1.0,0.9993681696393701,0.9993681696393701,0.0,-0.9997802388840293,0.6476477322208491,0.3523522677791508,-1,1
3785,cryptocurrency exchange,video game,organization,creative_work,-1,True,-1.0,-1.0,-0.989174517361849,-0.989174517361849,0.5,-0.9977455187174546,0.7997050619595922,0.20029493804040774,-1,1
11702,wind turbine,formula one circuit,man-made_object,man-made_object,1,False,-1.0,-1.0,-0.986957793723164,-0.986957793723164,0.5,0.984397625652233,0.27882203330430255,0.7211779666956974,1,1
5969,insect,fish,species,species,1,False,-0.6842105263157895,-1.0,0.5,0.5,0.9967761315237034,0.9972572118857985,0.1124552342795877,0.8875447657204123,1,1
2246,bee,desert,species,geographical_entity,1,True,-1.0,-1.0,0.003018415721851908,0.003018415721851908,0.9999999999882382,1.0,0.14158966318799326,0.8584103368120067,1,1
5678,highway,painting,geographical_entity,creative_work,-1,True,-0.8421052631578947,-1.0,-0.5,-0.5,0.5,-0.5,0.6303641902325214,0.36963580976747856,-1,1
7391,national park,smartphone,geographical_entity,man-made_object,-1,True,0.8421052631578947,1.0,0.5,0.5,0.5,-0.9997820173724642,0.6413194216683692,0.3586805783316308,-1,1
4694,fish,airline pilot,species,occupation,-1,True,-0.9473684210526316,-1.0,-0.9965870277613689,-0.9965870277613689,-0.9999957982309192,0.0,0.7516203803389148,0.24837961966108518,-1,1
2936,butterfly,hospital,species,organization,-1,True,-1.0,-1.0,9.719286702297714e-05,9.719286702297714e-05,0.5,-0.5,0.5654202373215846,0.4345797626784154,-1,1
4376,fashion designer,highway,occupation,geographical_entity,1,True,0.8947368421052632,1.0,0.9947332018565225,0.9947332018565225,-0.5,-0.998565280309875,0.7125109436651775,0.28748905633482247,-1,0
2162,bank,tea company,organization,organization,1,False,1.0,1.0,0.9998618673091257,0.9998618673091257,-0.5,0.9974702463910634,0.19075917792056107,0.8092408220794389,1,1
10409,song,play,creative_work,creative_work,1,False,0.5263157894736842,1.0,0.5,0.5,-0.5,0.5,0.356874963485483,0.643125036514517,1,1
9299,publisher,oil tanker,organization,man-made_object,1,True,1.0,1.0,0.9990770742794185,0.9990770742794185,0.5,0.0006566716287865204,0.2959304529694198,0.7040695470305802,1,1
11468,video game,spacecraft,creative_work,man-made_object,1,True,1.0,1.0,0.9891548622973999,0.9891548622973999,-0.4901348188567332,-0.0022545583310698003,0.433349607563963,0.566650392436037,1,1
10748,spider,website,species,creative_work,-1,True,-0.7894736842105263,-1.0,0.0036849508071130077,0.0036849508071130077,-0.5,-0.5,0.7020091107386914,0.2979908892613085,-1,1
4643,film,play,creative_work,creative_work,1,False,1.0,1.0,0.9985669208756887,0.9985669208756887,-0.5,0.5,0.2976077912090507,0.7023922087909493,1,1
1085,amphibian,video game,species,creative_work,-1,True,-0.7894736842105263,-1.0,-0.9858565967523771,-0.9858565967523771,0.9999568121780578,-0.9977452844133391,0.747413484827226,0.25258651517277403,-1,1
8870,police officer,song,occupation,creative_work,-1,True,0.7894736842105263,1.0,-0.5,-0.5,0.9995436418265669,0.5,0.2806862855690905,0.7193137144309095,1,0
8564,plant,physicist,species,occupation,-1,True,-1.0,-1.0,0.001389911878286798,0.001389911878286798,0.999887596897642,-0.5,0.4911858486696836,0.5088141513303164,1,0
4331,fashion designer,book,occupation,creative_work,-1,True,-1.0,-1.0,-0.982323365778106,-0.982323365778106,-0.5,-0.9950859112358842,0.8779596460807609,0.12204035391923905,-1,1
4391,fashion designer,merchant ship,occupation,man-made_object,1,True,1.0,1.0,0.9984664217135495,0.9984664217135495,-0.5,-0.5,0.5789909976763582,0.4210090023236418,-1,0
